trade_id,trade_id_type,trade_version,product_type,currency,option_type,notional,trade_date,strike,expiry_date,maturity_date,counterparty_id,expiry_tenor,maturity_tenor,ifrs13_level,Day1_Pnl
HACKTRD0073,HackTradeID,3,IR Swaption,USD,Receiver,71700000,2023-10-12,0.7,2029-04-14,2042-03-17,CPTY1580,5,30,Level 3,No
HACKTRD0768,HackTradeID,4,IR Swaption,USD,Payer,11200000,2024-10-31,0.92,2026-06-13,2047-05-14,CPTY2827,2,20,Level 3,No
HACKTRD0316,HackTradeID,2,IR Swaption,USD,Receiver,1600000,2023-07-23,1.55,2027-06-11,2035-05-28,CPTY1968,2,5,Level 3,No
HACKTRD0551,HackTradeID,4,IR Swaption,USD,Receiver,84500000,2024-07-01,2.51,2025-10-26,2032-09-27,CPTY2717,2,30,Level 3,No
HACKTRD0632,HackTradeID,3,IR Swaption,EUR,Receiver,4500000,2024-06-15,1.98,2029-06-22,2046-10-08,CPTY3261,1,10,Level 3,No
HACKTRD0532,HackTradeID,2,IR Swaption,USD,Payer,91100000,2023-12-04,1.9,2027-04-28,2054-11-06,CPTY1593,5,30,Level 3,No
HACKTRD0219,HackTradeID,2,IR Swaption,USD,Receiver,91700000,2024-11-26,1.5,2028-07-07,2036-07-07,CPTY7488,3,15,Level 2,No
HACKTRD0244,HackTradeID,4,IR Swaption,USD,Payer,12500000,2025-01-24,1.17,2030-04-28,2046-12-14,CPTY8473,5,20,Level 3,No
HACKTRD0049,HackTradeID,4,IR Swaption,USD,Payer,8300000,2024-01-08,1.49,2028-11-06,2028-10-08,CPTY6881,3,5,Level 3,No
HACKTRD0252,HackTradeID,3,IR Swaption,USD,Receiver,62100000,2024-05-17,4.01,2028-07-18,2037-11-17,CPTY3672,2,5,Level 3,Yes
HACKTRD0902,HackTradeID,2,IR Swaption,USD,Payer,86500000,2024-04-18,1.7,2026-12-21,2041-02-28,CPTY1997,5,5,Level 3,No
HACKTRD0594,HackTradeID,4,IR Swaption,USD,Payer,4000000,2024-03-22,3.97,2024-07-13,2053-07-18,CPTY7381,5,30,Level 2,No
HACKTRD0390,HackTradeID,4,IR Swaption,USD,Receiver,55900000,2024-11-03,1.63,2025-10-01,2054-09-21,CPTY7643,3,30,Level 3,No
HACKTRD0448,HackTradeID,3,IR Swaption,USD,Payer,42400000,2025-02-09,0.76,2029-05-23,2049-03-08,CPTY1359,3,20,Level 2,No
HACKTRD0859,HackTradeID,3,IR Swaption,USD,Receiver,11900000,2025-03-05,3.06,2029-10-07,2054-10-08,CPTY5988,5,10,Level 3,No
HACKTRD0458,HackTradeID,1,IR Swaption,USD,Receiver,26000000,2023-09-14,2.84,2026-02-09,2030-08-10,CPTY3294,2,15,Level 2,No
HACKTRD0731,HackTradeID,3,IR Swaption,USD,Payer,61400000,2023-11-10,2.45,2024-11-02,2050-05-27,CPTY2016,3,30,Level 3,No
HACKTRD0014,HackTradeID,2,IR Swaption,USD,Payer,21500000,2024-05-23,1.17,2028-03-06,2049-05-31,CPTY7938,5,20,Level 3,Yes
HACKTRD0364,HackTradeID,4,IR Swaption,USD,Receiver,6500000,2023-12-25,2.24,2027-05-28,2043-12-22,CPTY8880,3,10,Level 2,No
HACKTRD0824,HackTradeID,3,IR Swaption,USD,Receiver,79700000,2024-12-19,0.72,2029-07-16,2049-02-19,CPTY5516,2,15,Level 3,No
HACKTRD0269,HackTradeID,1,IR Swaption,USD,Payer,40300000,2024-11-11,1.89,2028-12-31,2033-02-12,CPTY3719,2,20,Level 2,No
HACKTRD0820,HackTradeID,1,IR Swaption,USD,Payer,87100000,2024-07-03,2.98,2030-01-22,2054-07-18,CPTY1186,2,20,Level 3,No
HACKTRD0576,HackTradeID,2,IR Swaption,USD,Payer,44300000,2023-09-15,3.51,2026-12-12,2033-12-13,CPTY9501,5,5,Level 2,No
HACKTRD0100,HackTradeID,1,IR Swaption,USD,Receiver,55700000,2024-03-12,1.45,2029-02-05,2030-05-12,CPTY1851,1,15,Level 3,No
HACKTRD0056,HackTradeID,1,IR Swaption,USD,Receiver,16600000,2025-02-25,0.99,2028-02-10,2030-12-25,CPTY6539,5,5,Level 2,No
HACKTRD0954,HackTradeID,4,IR Swaption,EUR,Payer,19700000,2025-04-07,1.97,2030-03-16,2052-11-14,CPTY1739,5,30,Level 3,Yes
HACKTRD0236,HackTradeID,1,IR Swaption,USD,Receiver,61700000,2024-02-20,1.97,2029-08-31,2030-07-12,CPTY1717,3,15,Level 3,Yes
HACKTRD0179,HackTradeID,2,IR Swaption,USD,Payer,49200000,2025-02-01,2.49,2026-02-15,2031-07-28,CPTY2290,3,15,Level 3,No
HACKTRD0929,HackTradeID,2,IR Swaption,GBP,Receiver,74600000,2024-04-16,1.79,2028-04-16,2042-02-22,CPTY9971,5,5,Level 3,No
HACKTRD0047,HackTradeID,4,IR Swaption,USD,Receiver,44500000,2025-04-16,1.35,2029-04-20,2038-08-14,CPTY8392,2,15,Level 3,No
HACKTRD0174,HackTradeID,3,IR Swaption,USD,Receiver,67600000,2024-12-16,0.9,2026-10-31,2047-11-01,CPTY5358,3,15,Level 2,No
HACKTRD0393,HackTradeID,1,IR Swaption,USD,Payer,77900000,2025-02-08,0.96,2030-01-15,2034-11-20,CPTY3606,5,15,Level 3,No
HACKTRD0680,HackTradeID,4,IR Swaption,USD,Receiver,52000000,2024-07-13,3.58,2026-08-11,2053-01-04,CPTY4981,3,30,Level 3,No
HACKTRD0920,HackTradeID,3,IR Swaption,GBP,Receiver,46600000,2024-04-09,4.68,2027-01-11,2050-09-21,CPTY3565,5,30,Level 3,Yes
HACKTRD0229,HackTradeID,2,IR Swaption,USD,Payer,5400000,2023-10-10,0.62,2025-09-13,2048-02-18,CPTY2917,5,30,Level 3,No
HACKTRD0743,HackTradeID,2,IR Swaption,USD,Receiver,78000000,2023-10-10,1.76,2027-07-09,2028-07-03,CPTY2409,5,15,Level 2,No
HACKTRD0332,HackTradeID,1,IR Swaption,USD,Payer,26700000,2023-06-06,3.04,2024-11-20,2034-01-12,CPTY3376,5,15,Level 3,Yes
HACKTRD0018,HackTradeID,4,IR Swaption,USD,Receiver,3700000,2025-02-06,1.07,2029-10-18,2029-01-02,CPTY9006,5,15,Level 3,No
HACKTRD0451,HackTradeID,1,IR Swaption,JPY,Payer,52600000,2024-02-25,3.01,2027-11-02,2032-04-05,CPTY5402,1,15,Level 3,No
HACKTRD0965,HackTradeID,3,IR Swaption,USD,Receiver,73800000,2024-04-29,1.75,2026-01-14,2043-02-24,CPTY9060,1,20,Level 3,No
HACKTRD0789,HackTradeID,4,IR Swaption,EUR,Receiver,70700000,2024-07-09,1.74,2029-05-31,2054-10-07,CPTY2764,1,30,Level 3,Yes
HACKTRD0408,HackTradeID,3,IR Swaption,EUR,Receiver,70700000,2024-01-26,2.13,2026-06-15,2046-02-19,CPTY7593,5,20,Level 3,No
HACKTRD0874,HackTradeID,2,IR Swaption,USD,Payer,21300000,2023-09-16,4.34,2026-02-01,2052-03-06,CPTY3446,1,15,Level 3,Yes
HACKTRD0804,HackTradeID,3,IR Swaption,GBP,Payer,28200000,2023-08-17,3.75,2027-10-17,2031-10-09,CPTY2462,3,5,Level 3,Yes
HACKTRD0375,HackTradeID,3,IR Swaption,USD,Receiver,54100000,2024-09-04,2.05,2026-06-12,2037-12-04,CPTY7261,5,15,Level 3,Yes
HACKTRD0564,HackTradeID,2,IR Swaption,EUR,Receiver,94500000,2025-04-03,2.75,2026-12-02,2044-09-30,CPTY7474,5,20,Level 3,Yes
HACKTRD0183,HackTradeID,4,IR Swaption,USD,Receiver,71900000,2023-09-13,0.75,2027-05-06,2039-09-03,CPTY7313,2,5,Level 3,No
HACKTRD0300,HackTradeID,3,IR Swaption,USD,Receiver,14600000,2024-09-22,4.24,2027-12-19,2038-11-07,CPTY4124,1,15,Level 3,Yes
HACKTRD0789,HackTradeID,2,IR Swaption,USD,Payer,62300000,2023-06-15,1.18,2026-02-23,2052-04-30,CPTY2030,3,30,Level 2,No
HACKTRD0578,HackTradeID,2,IR Swaption,JPY,Receiver,39900000,2023-09-26,4.59,2024-06-28,2054-06-15,CPTY3743,3,10,Level 3,Yes
HACKTRD0679,HackTradeID,1,IR Swaption,EUR,Payer,36600000,2024-11-15,1.74,2029-03-07,2043-07-13,CPTY5675,2,5,Level 3,No
HACKTRD0475,HackTradeID,2,IR Swaption,USD,Payer,98800000,2024-08-15,1.37,2027-05-28,2039-06-11,CPTY1359,3,15,Level 2,No
HACKTRD0706,HackTradeID,4,IR Swaption,USD,Receiver,51800000,2024-10-26,1.49,2027-08-12,2033-01-11,CPTY2764,2,15,Level 3,No
HACKTRD0923,HackTradeID,1,IR Swaption,GBP,Payer,7200000,2024-09-01,3.05,2027-08-05,2044-09-19,CPTY3741,5,15,Level 3,No
HACKTRD0736,HackTradeID,3,IR Swaption,USD,Payer,43100000,2024-07-05,3.14,2027-08-15,2042-07-09,CPTY6208,3,15,Level 3,No
HACKTRD0030,HackTradeID,3,IR Swaption,USD,Payer,40500000,2023-11-18,0.67,2025-11-30,2033-05-28,CPTY5186,2,15,Level 3,No
HACKTRD0208,HackTradeID,3,IR Swaption,USD,Receiver,66700000,2024-07-21,1.56,2029-02-28,2034-02-11,CPTY3593,2,20,Level 3,No
HACKTRD0193,HackTradeID,1,IR Swaption,USD,Receiver,42000000,2024-07-27,0.74,2026-09-03,2029-08-11,CPTY8970,3,15,Level 2,No
HACKTRD0130,HackTradeID,1,IR Swaption,USD,Receiver,54700000,2025-01-13,1.24,2027-09-12,2029-12-11,CPTY1851,3,15,Level 2,No
HACKTRD0205,HackTradeID,1,IR Swaption,USD,Receiver,28700000,2024-05-18,3.56,2029-11-27,2045-05-07,CPTY1954,5,20,Level 2,No
HACKTRD0689,HackTradeID,2,IR Swaption,USD,Receiver,65100000,2023-10-15,2.23,2026-06-15,2042-01-18,CPTY3591,3,5,Level 3,Yes
HACKTRD0527,HackTradeID,3,IR Swaption,USD,Receiver,80800000,2024-11-05,2.57,2028-02-01,2031-10-23,CPTY7239,5,20,Level 3,No
HACKTRD0466,HackTradeID,4,IR Swaption,USD,Receiver,42800000,2025-01-14,3.74,2026-01-15,2054-10-23,CPTY7689,1,20,Level 3,Yes
HACKTRD0554,HackTradeID,3,IR Swaption,USD,Payer,83100000,2024-11-21,2.31,2029-03-16,2037-11-14,CPTY6866,5,5,Level 3,No
HACKTRD0706,HackTradeID,4,IR Swaption,USD,Payer,49200000,2024-06-23,1.69,2025-03-29,2041-05-02,CPTY9397,2,10,Level 2,No
HACKTRD0040,HackTradeID,3,IR Swaption,USD,Receiver,82200000,2024-05-03,0.51,2027-05-08,2047-05-08,CPTY9815,3,20,Level 3,No
HACKTRD0224,HackTradeID,4,IR Swaption,USD,Receiver,36400000,2024-06-28,2.13,2028-02-08,2036-02-25,CPTY7509,5,5,Level 3,No
HACKTRD0461,HackTradeID,1,IR Swaption,USD,Payer,90600000,2025-01-10,0.9,2028-03-28,2055-04-25,CPTY1922,5,30,Level 3,No
HACKTRD0031,HackTradeID,3,IR Swaption,USD,Payer,78900000,2025-01-07,0.71,2027-02-16,2047-03-19,CPTY3950,5,20,Level 3,No
HACKTRD0689,HackTradeID,3,IR Swaption,USD,Receiver,90000000,2024-07-28,0.91,2029-05-08,2050-07-06,CPTY9033,2,30,Level 3,No
HACKTRD0293,HackTradeID,3,IR Swaption,USD,Receiver,24600000,2025-04-24,1.49,2030-04-25,2053-11-06,CPTY7342,5,5,Level 3,No
HACKTRD0148,HackTradeID,4,IR Swaption,USD,Payer,89900000,2025-02-16,1.89,2026-08-18,2049-07-27,CPTY5227,5,10,Level 3,No
HACKTRD0133,HackTradeID,3,IR Swaption,USD,Payer,69000000,2024-03-17,1.06,2029-08-26,2029-02-13,CPTY1009,2,5,Level 3,No
HACKTRD0615,HackTradeID,1,IR Swaption,USD,Receiver,55600000,2024-01-28,0.93,2028-03-10,2031-04-26,CPTY3068,2,20,Level 3,No
HACKTRD0061,HackTradeID,3,IR Swaption,USD,Receiver,82600000,2024-01-25,0.97,2026-02-01,2038-08-25,CPTY3193,2,10,Level 3,No
HACKTRD0606,HackTradeID,1,IR Swaption,USD,Receiver,64300000,2024-09-04,2.44,2027-12-06,2043-04-20,CPTY9556,5,15,Level 3,Yes
HACKTRD0320,HackTradeID,1,IR Swaption,USD,Receiver,99700000,2024-12-13,4.25,2027-10-20,2031-02-16,CPTY2653,3,15,Level 2,No
HACKTRD0776,HackTradeID,1,IR Swaption,GBP,Receiver,60900000,2023-07-04,1.47,2025-12-03,2053-02-10,CPTY1307,1,20,Level 3,Yes
HACKTRD0452,HackTradeID,4,IR Swaption,USD,Payer,18000000,2023-08-06,1.77,2028-10-01,2054-10-17,CPTY4252,1,5,Level 3,No
HACKTRD0534,HackTradeID,3,IR Swaption,EUR,Payer,61900000,2023-10-03,2.09,2029-12-06,2036-07-22,CPTY1226,5,10,Level 3,No
HACKTRD0486,HackTradeID,4,IR Swaption,USD,Receiver,7900000,2024-12-02,1.76,2024-12-28,2053-09-15,CPTY1726,1,30,Level 2,No
HACKTRD0176,HackTradeID,1,IR Swaption,USD,Receiver,90000000,2023-10-28,2.3,2026-06-04,2041-05-29,CPTY4419,3,15,Level 3,No
HACKTRD0007,HackTradeID,4,IR Swaption,USD,Payer,10600000,2025-03-01,0.57,2027-02-06,2054-10-14,CPTY7184,2,30,Level 2,No
HACKTRD0655,HackTradeID,3,IR Swaption,USD,Payer,21200000,2023-06-27,3.99,2025-10-14,2045-01-26,CPTY7263,5,30,Level 3,Yes
HACKTRD0374,HackTradeID,3,IR Swaption,USD,Receiver,9100000,2024-01-24,1.2,2026-11-05,2037-03-12,CPTY6887,5,5,Level 3,No
HACKTRD0265,HackTradeID,3,IR Swaption,USD,Receiver,53000000,2025-03-11,1.28,2029-07-08,2031-10-13,CPTY5658,5,5,Level 2,No
HACKTRD0742,HackTradeID,4,IR Swaption,JPY,Payer,57400000,2024-08-08,1.75,2028-06-10,2044-04-03,CPTY3854,3,5,Level 3,No
HACKTRD0076,HackTradeID,2,IR Swaption,USD,Receiver,88300000,2023-10-20,0.62,2025-07-06,2029-04-15,CPTY6691,3,20,Level 3,No
HACKTRD0919,HackTradeID,3,IR Swaption,USD,Receiver,3000000,2024-01-13,2.49,2027-01-19,2033-11-10,CPTY8853,3,15,Level 3,Yes
HACKTRD0408,HackTradeID,3,IR Swaption,USD,Receiver,85800000,2023-09-12,1.2,2024-11-08,2036-02-14,CPTY1631,2,20,Level 3,Yes
HACKTRD0383,HackTradeID,1,IR Swaption,USD,Payer,22200000,2025-02-11,2.84,2030-04-14,2032-12-01,CPTY9766,5,10,Level 3,No
HACKTRD0892,HackTradeID,3,IR Swaption,USD,Payer,47100000,2024-11-10,2.37,2025-01-28,2030-07-20,CPTY8440,1,15,Level 2,No
HACKTRD0239,HackTradeID,4,IR Swaption,USD,Receiver,47900000,2023-10-13,1.59,2027-07-29,2029-09-05,CPTY8979,5,5,Level 2,No
HACKTRD0384,HackTradeID,1,IR Swaption,JPY,Payer,37800000,2023-09-04,1.46,2026-10-07,2036-06-11,CPTY4607,3,5,Level 2,No
HACKTRD0098,HackTradeID,3,IR Swaption,USD,Payer,50100000,2023-06-07,2.56,2026-03-31,2036-05-26,CPTY9914,5,30,Level 3,No
HACKTRD0210,HackTradeID,2,IR Swaption,USD,Payer,13200000,2025-03-14,1.69,2030-01-23,2044-07-22,CPTY9619,2,5,Level 3,No
HACKTRD0843,HackTradeID,4,IR Swaption,USD,Payer,87100000,2024-04-25,1.87,2027-01-31,2040-03-18,CPTY3653,5,30,Level 3,No
HACKTRD0301,HackTradeID,1,IR Swaption,USD,Payer,42400000,2024-12-05,2.21,2028-09-06,2037-10-01,CPTY6887,3,5,Level 3,No
HACKTRD0972,HackTradeID,2,IR Swaption,GBP,Receiver,38500000,2023-07-13,1.87,2027-12-31,2049-12-01,CPTY5703,5,20,Level 3,Yes
HACKTRD0187,HackTradeID,3,IR Swaption,EUR,Receiver,91200000,2024-07-30,3.24,2025-08-20,2033-11-07,CPTY2704,5,10,Level 3,No
HACKTRD0908,HackTradeID,2,IR Swaption,EUR,Payer,44500000,2024-03-17,3.1,2025-08-28,2043-01-08,CPTY4199,3,20,Level 3,Yes
HACKTRD0758,HackTradeID,4,IR Swaption,USD,Payer,80400000,2024-02-16,1.25,2024-09-24,2035-05-26,CPTY2689,3,20,Level 2,No
HACKTRD0687,HackTradeID,3,IR Swaption,USD,Payer,71300000,2023-12-04,2.09,2026-01-19,2041-11-27,CPTY2518,3,5,Level 2,No
HACKTRD0613,HackTradeID,1,IR Swaption,USD,Payer,75000000,2023-10-20,1.01,2026-05-18,2035-04-16,CPTY8071,5,5,Level 2,No
HACKTRD0352,HackTradeID,4,IR Swaption,USD,Receiver,15500000,2024-01-21,1.26,2028-05-27,2033-08-08,CPTY4828,2,30,Level 3,No
HACKTRD0477,HackTradeID,3,IR Swaption,USD,Receiver,3900000,2024-04-10,3.59,2027-01-21,2030-04-03,CPTY9556,5,20,Level 2,No
HACKTRD0988,HackTradeID,2,IR Swaption,GBP,Receiver,14900000,2024-03-20,3.46,2024-10-01,2038-10-22,CPTY2132,1,5,Level 3,Yes
HACKTRD0558,HackTradeID,2,IR Swaption,USD,Receiver,71400000,2025-04-05,2.12,2025-08-05,2049-01-19,CPTY9182,3,5,Level 3,Yes
HACKTRD0567,HackTradeID,3,IR Swaption,USD,Payer,67500000,2024-06-14,2.78,2026-10-23,2055-01-17,CPTY6154,3,30,Level 3,Yes
HACKTRD0771,HackTradeID,3,IR Swaption,USD,Receiver,39400000,2024-11-29,2.1,2026-04-17,2032-03-18,CPTY6074,5,20,Level 3,Yes
HACKTRD0200,HackTradeID,2,IR Swaption,USD,Receiver,80300000,2024-07-06,0.88,2030-04-16,2054-04-28,CPTY6468,5,30,Level 3,No
HACKTRD0040,HackTradeID,3,IR Swaption,USD,Payer,49300000,2024-06-27,1.41,2026-11-13,2039-02-28,CPTY1301,2,30,Level 2,No
HACKTRD0072,HackTradeID,4,IR Swaption,USD,Receiver,7500000,2025-04-09,1.18,2027-09-02,2034-03-14,CPTY2331,5,20,Level 2,No
HACKTRD0596,HackTradeID,2,IR Swaption,USD,Receiver,24800000,2024-05-11,1.0,2028-11-09,2033-03-23,CPTY5994,2,15,Level 3,No
HACKTRD0597,HackTradeID,1,IR Swaption,USD,Receiver,3900000,2025-01-21,2.84,2029-07-17,2033-10-24,CPTY3148,2,20,Level 3,No
HACKTRD0883,HackTradeID,4,IR Swaption,USD,Payer,90800000,2025-01-26,2.7,2029-01-27,2054-07-25,CPTY4443,1,15,Level 3,No
HACKTRD0017,HackTradeID,4,IR Swaption,USD,Payer,27900000,2023-09-20,0.84,2029-02-17,2031-10-09,CPTY8392,2,15,Level 3,No
HACKTRD0476,HackTradeID,4,IR Swaption,USD,Payer,76300000,2024-10-23,1.98,2028-08-22,2050-10-28,CPTY3832,2,30,Level 3,No
HACKTRD0351,HackTradeID,1,IR Swaption,USD,Receiver,28700000,2024-01-12,2.37,2029-02-14,2028-12-21,CPTY7342,2,15,Level 3,No
HACKTRD0756,HackTradeID,2,IR Swaption,USD,Receiver,13300000,2024-08-24,3.71,2027-05-25,2050-04-10,CPTY8701,5,10,Level 3,No
HACKTRD0674,HackTradeID,4,IR Swaption,JPY,Payer,67600000,2023-06-30,1.38,2024-08-25,2029-08-14,CPTY9849,3,20,Level 2,No
HACKTRD0227,HackTradeID,3,IR Swaption,USD,Payer,61700000,2023-12-11,1.24,2026-12-24,2040-06-05,CPTY1717,3,30,Level 3,No
HACKTRD0154,HackTradeID,3,IR Swaption,USD,Receiver,73300000,2025-01-30,1.64,2027-02-17,2033-06-19,CPTY6348,2,5,Level 2,No
HACKTRD0363,HackTradeID,4,IR Swaption,USD,Receiver,72700000,2025-01-02,2.46,2029-10-05,2042-12-21,CPTY5293,5,20,Level 3,No
HACKTRD0348,HackTradeID,1,IR Swaption,USD,Receiver,91100000,2025-04-25,1.95,2027-10-23,2054-07-29,CPTY2007,2,5,Level 3,No
HACKTRD0693,HackTradeID,4,IR Swaption,EUR,Payer,56700000,2024-05-11,4.43,2025-05-31,2048-07-30,CPTY5485,5,20,Level 3,Yes
HACKTRD0189,HackTradeID,1,IR Swaption,USD,Receiver,92100000,2024-08-20,1.26,2025-08-26,2029-09-25,CPTY1419,5,15,Level 3,No
HACKTRD0099,HackTradeID,1,IR Swaption,USD,Receiver,93000000,2024-09-20,0.63,2028-07-22,2032-06-20,CPTY4974,2,10,Level 3,No
HACKTRD0015,HackTradeID,2,IR Swaption,USD,Receiver,3600000,2024-09-04,0.59,2027-05-27,2030-03-20,CPTY1863,5,15,Level 3,No
HACKTRD0060,HackTradeID,2,IR Swaption,USD,Receiver,32100000,2023-07-18,0.61,2028-04-19,2032-07-01,CPTY9662,5,5,Level 3,No
HACKTRD0630,HackTradeID,3,IR Swaption,USD,Receiver,97200000,2023-08-17,1.95,2029-03-19,2041-05-08,CPTY7652,1,10,Level 3,No
HACKTRD0456,HackTradeID,2,IR Swaption,USD,Payer,63000000,2023-07-13,4.06,2026-12-12,2044-03-22,CPTY2667,1,5,Level 3,No
HACKTRD0063,HackTradeID,4,IR Swaption,USD,Receiver,22900000,2023-08-25,0.52,2026-05-29,2050-10-04,CPTY5263,3,30,Level 3,No
HACKTRD0766,HackTradeID,4,IR Swaption,USD,Receiver,46600000,2024-07-02,2.63,2027-03-10,2054-08-14,CPTY8072,2,10,Level 3,No
HACKTRD0324,HackTradeID,1,IR Swaption,USD,Receiver,22500000,2023-08-29,0.81,2025-10-12,2041-05-09,CPTY6776,3,30,Level 2,No
HACKTRD0401,HackTradeID,1,IR Swaption,USD,Payer,60000000,2024-06-17,1.33,2027-01-28,2034-01-27,CPTY8758,5,10,Level 3,No
HACKTRD0037,HackTradeID,3,IR Swaption,USD,Payer,89100000,2024-09-06,1.35,2029-12-25,2035-07-26,CPTY3105,2,15,Level 3,No
HACKTRD0709,HackTradeID,3,IR Swaption,USD,Receiver,86900000,2024-04-04,0.86,2027-05-18,2041-02-16,CPTY4252,2,30,Level 2,No
HACKTRD0962,HackTradeID,3,IR Swaption,USD,Receiver,21300000,2024-02-25,3.35,2027-04-19,2040-06-29,CPTY6677,1,20,Level 3,Yes
HACKTRD0953,HackTradeID,1,IR Swaption,EUR,Payer,16900000,2024-03-28,3.39,2026-10-27,2036-11-27,CPTY4258,5,10,Level 3,Yes
HACKTRD0955,HackTradeID,3,IR Swaption,USD,Receiver,76400000,2023-08-12,3.56,2026-04-10,2030-06-18,CPTY3707,3,10,Level 3,Yes
HACKTRD0674,HackTradeID,4,IR Swaption,USD,Payer,22200000,2024-04-03,1.51,2026-10-24,2031-09-22,CPTY2939,3,15,Level 3,No
HACKTRD0438,HackTradeID,3,IR Swaption,USD,Receiver,53000000,2023-08-07,0.8,2027-01-25,2043-01-07,CPTY2628,5,15,Level 3,Yes
HACKTRD0067,HackTradeID,1,IR Swaption,USD,Payer,81000000,2025-03-26,1.41,2029-04-12,2040-10-17,CPTY2276,2,15,Level 3,No
HACKTRD0774,HackTradeID,2,IR Swaption,JPY,Receiver,84800000,2023-12-11,3.55,2025-08-07,2037-04-01,CPTY9832,3,15,Level 3,Yes
HACKTRD0710,HackTradeID,2,IR Swaption,USD,Receiver,39700000,2024-09-16,1.63,2029-07-11,2046-02-22,CPTY2939,3,5,Level 3,No
HACKTRD0333,HackTradeID,3,IR Swaption,USD,Receiver,69800000,2023-06-13,4.26,2024-09-17,2041-12-24,CPTY7764,2,20,Level 3,No
HACKTRD0353,HackTradeID,3,IR Swaption,USD,Payer,16300000,2025-02-07,0.92,2029-11-03,2041-03-05,CPTY7099,3,20,Level 3,No
HACKTRD0310,HackTradeID,3,IR Swaption,USD,Receiver,1300000,2024-05-29,4.96,2028-08-25,2028-07-25,CPTY3007,3,15,Level 3,Yes
HACKTRD0946,HackTradeID,3,IR Swaption,USD,Receiver,70800000,2025-04-07,3.8,2028-03-13,2055-04-12,CPTY1838,1,10,Level 3,No
HACKTRD0053,HackTradeID,4,IR Swaption,USD,Receiver,45100000,2023-06-30,1.17,2027-12-18,2039-04-17,CPTY6699,5,15,Level 3,No
HACKTRD0775,HackTradeID,4,IR Swaption,USD,Payer,72400000,2023-07-22,1.89,2026-11-01,2028-07-26,CPTY1870,1,15,Level 2,No
HACKTRD0274,HackTradeID,3,IR Swaption,USD,Payer,90400000,2024-03-19,2.1,2026-11-18,2052-02-22,CPTY4730,2,30,Level 3,No
HACKTRD0792,HackTradeID,3,IR Swaption,EUR,Receiver,26300000,2025-04-23,4.99,2029-02-16,2055-03-23,CPTY3398,3,10,Level 3,No
HACKTRD0216,HackTradeID,4,IR Swaption,USD,Payer,55500000,2024-12-06,0.51,2026-04-03,2048-08-20,CPTY5437,5,30,Level 3,No
HACKTRD0456,HackTradeID,3,IR Swaption,USD,Receiver,74800000,2024-06-07,1.95,2030-01-14,2040-11-21,CPTY1986,2,15,Level 3,Yes
HACKTRD0795,HackTradeID,2,IR Swaption,USD,Receiver,45500000,2024-12-29,1.13,2025-11-13,2055-03-30,CPTY3941,2,10,Level 3,No
HACKTRD0770,HackTradeID,3,IR Swaption,USD,Receiver,87600000,2024-09-13,1.13,2027-11-16,2052-11-30,CPTY9802,3,30,Level 3,No
HACKTRD0592,HackTradeID,1,IR Swaption,GBP,Receiver,41200000,2024-08-31,2.9,2026-07-19,2054-03-08,CPTY3294,3,30,Level 3,No
HACKTRD0388,HackTradeID,4,IR Swaption,USD,Receiver,64600000,2023-06-28,1.37,2025-04-07,2048-07-25,CPTY4374,3,20,Level 3,No
HACKTRD0729,HackTradeID,2,IR Swaption,USD,Receiver,48700000,2024-06-13,1.73,2027-07-05,2031-01-14,CPTY9982,5,10,Level 2,No
HACKTRD0926,HackTradeID,1,IR Swaption,GBP,Payer,38300000,2023-11-10,3.9,2025-02-24,2030-04-20,CPTY2101,1,15,Level 3,Yes
HACKTRD0358,HackTradeID,2,IR Swaption,USD,Payer,72600000,2024-11-24,0.66,2029-12-26,2037-01-16,CPTY8902,5,20,Level 3,Yes
HACKTRD0730,HackTradeID,4,IR Swaption,USD,Receiver,11600000,2024-05-24,1.18,2028-12-06,2050-07-28,CPTY6599,3,30,Level 2,No
HACKTRD0556,HackTradeID,2,IR Swaption,USD,Receiver,72900000,2024-01-23,0.6,2028-12-30,2028-09-29,CPTY1365,2,15,Level 3,No
HACKTRD0828,HackTradeID,1,IR Swaption,USD,Receiver,92000000,2023-12-04,0.85,2026-08-29,2045-05-15,CPTY5516,2,20,Level 3,No
HACKTRD0553,HackTradeID,3,IR Swaption,USD,Payer,63000000,2024-01-16,2.09,2028-02-18,2054-03-02,CPTY9033,5,30,Level 3,No
HACKTRD0658,HackTradeID,2,IR Swaption,USD,Receiver,93900000,2025-03-13,2.51,2029-04-26,2054-10-19,CPTY5886,1,5,Level 3,Yes
HACKTRD0054,HackTradeID,4,IR Swaption,USD,Payer,93100000,2023-10-10,0.8,2027-10-29,2032-10-09,CPTY8805,2,30,Level 3,No
HACKTRD0343,HackTradeID,2,IR Swaption,USD,Receiver,27300000,2025-02-26,1.85,2029-11-20,2030-01-29,CPTY3451,5,15,Level 3,No
HACKTRD0834,HackTradeID,2,IR Swaption,USD,Payer,85600000,2023-11-07,1.3,2026-09-18,2046-05-25,CPTY6068,1,5,Level 3,No
HACKTRD0404,HackTradeID,4,IR Swaption,USD,Payer,98200000,2025-01-09,3.28,2030-03-15,2030-07-03,CPTY6154,3,5,Level 3,Yes
HACKTRD0273,HackTradeID,4,IR Swaption,USD,Payer,18600000,2024-03-26,1.31,2029-10-23,2038-10-15,CPTY3822,2,30,Level 3,No
